"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCX41","OUT013",NA
"NCQ38","OUT027",NA
"FDV12","OUT027",NA
"FDE52","OUT017",NA
"FDG20","OUT027",NA
"FDV16","OUT027",NA
"FDI32","OUT017",NA
"FDJ32","OUT049",NA
"FDN39","OUT018",NA
"FDY34","OUT017",NA
"FDC14","OUT035",NA
"FDA55","OUT017",NA
"FDZ50","OUT010",NA
"DRG13","OUT049",NA
"FDP01","OUT013",NA
"NCG54","OUT017",NA
"FDM13","OUT045",NA
"NCO18","OUT027",NA
"NCW41","OUT013",NA
"FDM52","OUT027",NA
"NCF55","OUT035",NA
"FDT09","OUT046",NA
"NCM19","OUT035",NA
"FDW12","OUT018",NA
"FDP15","OUT019",NA
"FDK36","OUT045",NA
"FDZ25","OUT035",NA
"NCW06","OUT049",NA
"FDW60","OUT046",NA
"DRC49","OUT013",NA
"NCT17","OUT035",NA
"NCN06","OUT018",NA
"FDC45","OUT013",NA
"DRJ47","OUT019",NA
"NCF06","OUT045",NA
"FDE21","OUT010",NA
"DRG27","OUT013",NA
"FDW40","OUT049",NA
"NCO53","OUT046",NA
"FDE23","OUT049",NA
"FDQ16","OUT046",NA
"FDS26","OUT045",NA
"FDZ13","OUT010",NA
"FDS14","OUT049",NA
"FDC10","OUT045",NA
"FDY16","OUT049",NA
"FDJ20","OUT035",NA
"FDV43","OUT035",NA
"FDZ32","OUT027",NA
"FDR23","OUT046",NA
"FDN24","OUT035",NA
"FDE34","OUT027",NA
"FDU31","OUT013",NA
"FDW33","OUT018",NA
"FDU26","OUT046",NA
"FDE20","OUT027",NA
"NCW05","OUT035",NA
"FDB22","OUT018",NA
"FDO56","OUT046",NA
"FDA19","OUT027",NA
"DRI39","OUT045",NA
"FDH52","OUT018",NA
"FDZ50","OUT035",NA
"NCN42","OUT035",NA
"FDB53","OUT013",NA
"DRG11","OUT017",NA
"DRK11","OUT027",NA
"FDQ60","OUT017",NA
"FDT36","OUT017",NA
"DRG25","OUT018",NA
"DRJ23","OUT046",NA
"FDG05","OUT035",NA
"NCK06","OUT018",NA
"FDU52","OUT017",NA
"FDW07","OUT018",NA
"NCM17","OUT045",NA
"FDA22","OUT045",NA
"NCA41","OUT018",NA
"FDF38","OUT035",NA
"FDH52","OUT046",NA
"FDY58","OUT019",NA
"FDZ16","OUT045",NA
"NCM18","OUT017",NA
"FDA22","OUT018",NA
"NCJ43","OUT035",NA
"FDI34","OUT027",NA
"FDG56","OUT046",NA
"FDS34","OUT046",NA
"DRC01","OUT035",NA
"FDQ04","OUT035",NA
"FDK04","OUT035",NA
"FDT51","OUT049",NA
"FDV26","OUT017",NA
"FDS04","OUT049",NA
"FDW43","OUT018",NA
"FDQ28","OUT010",NA
"NCK06","OUT017",NA
"FDS23","OUT018",NA
"FDZ36","OUT019",NA
"FDE56","OUT018",NA
"FDW10","OUT027",NA
"NCN14","OUT045",NA
"NCQ18","OUT045",NA
"FDW08","OUT017",NA
"FDU43","OUT035",NA
"FDR33","OUT010",NA
"FDM24","OUT010",NA
"NCZ05","OUT046",NA
"NCV41","OUT035",NA
"FDV11","OUT018",NA
"NCY05","OUT035",NA
"FDV44","OUT018",NA
"FDW32","OUT049",NA
"NCU18","OUT027",NA
"NCC43","OUT035",NA
"FDW19","OUT013",NA
"FDN31","OUT035",NA
"FDI48","OUT045",NA
"FDS24","OUT017",NA
"FDF46","OUT049",NA
"DRG23","OUT017",NA
"FDG14","OUT018",NA
"NCY30","OUT049",NA
"FDO28","OUT018",NA
"DRD24","OUT035",NA
"FDI33","OUT049",NA
"FDN32","OUT046",NA
"FDR16","OUT045",NA
"FDF26","OUT046",NA
"NCN29","OUT018",NA
"FDE20","OUT045",NA
"FDA46","OUT046",NA
"FDU28","OUT045",NA
"FDQ48","OUT045",NA
"FDV36","OUT013",NA
"FDR14","OUT018",NA
"FDP23","OUT017",NA
"FDP56","OUT013",NA
"FDK48","OUT010",NA
"FDR48","OUT046",NA
"NCY29","OUT049",NA
"FDM22","OUT018",NA
"DRJ01","OUT013",NA
"FDZ43","OUT045",NA
"FDV03","OUT035",NA
"FDX11","OUT027",NA
"NCA41","OUT027",NA
"FDE38","OUT017",NA
"FDI27","OUT018",NA
"FDN32","OUT013",NA
"NCN43","OUT017",NA
"FDB47","OUT027",NA
"FDV03","OUT017",NA
"NCN30","OUT045",NA
"NCV54","OUT010",NA
"FDV07","OUT013",NA
"FDP07","OUT049",NA
"FDK48","OUT018",NA
"FDM15","OUT019",NA
"FDY19","OUT027",NA
"FDK46","OUT046",NA
"FDY11","OUT045",NA
"FDH09","OUT046",NA
"FDO08","OUT027",NA
"FDU14","OUT013",NA
"FDD22","OUT027",NA
"FDM27","OUT017",NA
"FDL02","OUT027",NA
"NCA17","OUT035",NA
"FDE38","OUT019",NA
"NCG07","OUT049",NA
"DRC27","OUT013",NA
"FDA27","OUT035",NA
"FDW40","OUT045",NA
"DRI11","OUT013",NA
"FDN50","OUT046",NA
"FDR12","OUT046",NA
"FDT34","OUT027",NA
"FDW11","OUT035",NA
"NCO30","OUT027",NA
"FDZ34","OUT017",NA
"FDU45","OUT017",NA
"NCD42","OUT035",NA
"FDX25","OUT045",NA
"NCR29","OUT046",NA
"FDX43","OUT019",NA
"FDB04","OUT010",NA
"FDR49","OUT027",NA
"FDS39","OUT018",NA
"FDW58","OUT045",NA
"FDG22","OUT019",NA
"FDG31","OUT017",NA
"NCV53","OUT027",NA
"DRJ37","OUT035",NA
"FDV07","OUT035",NA
"FDW52","OUT018",NA
"FDT15","OUT045",NA
"FDD02","OUT018",NA
"FDM16","OUT035",NA
"NCE55","OUT046",NA
"FDB57","OUT018",NA
"FDQ04","OUT013",NA
"FDQ47","OUT019",NA
"FDY14","OUT019",NA
"DRK37","OUT017",NA
"FDO25","OUT017",NA
"FDL57","OUT046",NA
"NCK29","OUT018",NA
"FDK46","OUT027",NA
"NCB43","OUT010",NA
"DRE01","OUT027",NA
"FDC46","OUT018",NA
"FDQ23","OUT045",NA
"FDX38","OUT049",NA
"FDG60","OUT018",NA
"FDW55","OUT017",NA
"FDP39","OUT013",NA
"FDB20","OUT018",NA
"FDV21","OUT017",NA
"FDZ02","OUT013",NA
"FDP19","OUT027",NA
"FDA38","OUT035",NA
"FDH22","OUT045",NA
"DRM11","OUT045",NA
"FDO12","OUT027",NA
"FDT14","OUT049",NA
"FDW34","OUT010",NA
"FDG04","OUT027",NA
"FDW59","OUT018",NA
"FDR33","OUT018",NA
"FDP32","OUT013",NA
"FDL13","OUT027",NA
"FDD22","OUT013",NA
"FDV40","OUT027",NA
"NCD55","OUT046",NA
"FDQ20","OUT010",NA
"FDD28","OUT045",NA
"FDC39","OUT045",NA
"NCR17","OUT049",NA
"DRO35","OUT018",NA
"FDF40","OUT049",NA
"FDR31","OUT018",NA
"NCQ41","OUT017",NA
"FDP38","OUT046",NA
"NCU54","OUT027",NA
"FDG22","OUT018",NA
"DRK59","OUT013",NA
"FDC37","OUT046",NA
"NCO42","OUT013",NA
"NCT42","OUT017",NA
"FDX27","OUT035",NA
"FDV40","OUT018",NA
"FDT45","OUT027",NA
"FDS47","OUT019",NA
"FDR45","OUT035",NA
"FDB03","OUT045",NA
"FDO49","OUT035",NA
"FDU60","OUT027",NA
"FDB26","OUT018",NA
"FDB46","OUT017",NA
"FDQ37","OUT019",NA
"FDN03","OUT017",NA
"NCX30","OUT045",NA
"FDK32","OUT019",NA
"DRM47","OUT013",NA
"NCO02","OUT046",NA
"FDP04","OUT013",NA
"NCO43","OUT049",NA
"FDD59","OUT013",NA
"FDQ10","OUT017",NA
"FDW45","OUT035",NA
"NCK30","OUT049",NA
"FDU31","OUT018",NA
"NCQ17","OUT019",NA
"FDN01","OUT017",NA
"FDZ19","OUT049",NA
"DRG37","OUT017",NA
"FDE32","OUT045",NA
"FDO34","OUT049",NA
"FDM04","OUT019",NA
"FDZ25","OUT049",NA
"FDU08","OUT049",NA
"NCW30","OUT045",NA
"NCM18","OUT013",NA
"FDS22","OUT035",NA
"NCH18","OUT017",NA
"FDC23","OUT013",NA
"FDY46","OUT013",NA
"NCU06","OUT046",NA
"FDX57","OUT045",NA
"FDX36","OUT027",NA
"FDL16","OUT045",NA
"FDT16","OUT010",NA
"FDN16","OUT018",NA
"FDC03","OUT046",NA
"DRF60","OUT013",NA
"FDS27","OUT027",NA
"FDP33","OUT010",NA
"FDJ36","OUT018",NA
"NCR42","OUT013",NA
"FDV14","OUT017",NA
"NCP42","OUT035",NA
"FDB50","OUT027",NA
"NCC30","OUT027",NA
"FDA23","OUT018",NA
"FDW16","OUT017",NA
"FDQ52","OUT010",NA
"FDB58","OUT049",NA
"NCP29","OUT049",NA
"NCM05","OUT045",NA
"FDO25","OUT013",NA
"NCM54","OUT046",NA
"NCL54","OUT046",NA
"FDL39","OUT010",NA
"FDF53","OUT018",NA
"NCQ42","OUT035",NA
"FDF58","OUT013",NA
"FDZ04","OUT035",NA
"FDE26","OUT019",NA
"FDS60","OUT017",NA
"FDV58","OUT017",NA
"FDM04","OUT045",NA
"FDE08","OUT035",NA
"NCB43","OUT049",NA
"FDU11","OUT010",NA
"FDF22","OUT019",NA
"FDE24","OUT013",NA
"DRJ49","OUT046",NA
"NCQ53","OUT035",NA
"NCL41","OUT013",NA
"FDR22","OUT013",NA
"FDH04","OUT035",NA
"DRH15","OUT045",NA
"FDY40","OUT049",NA
"NCI17","OUT035",NA
"NCC18","OUT013",NA
"FDY28","OUT027",NA
"FDB45","OUT027",NA
"NCL30","OUT018",NA
"FDM10","OUT017",NA
"FDH22","OUT027",NA
"NCZ53","OUT017",NA
"NCI18","OUT013",NA
"FDH14","OUT027",NA
"FDR36","OUT027",NA
"FDW01","OUT045",NA
"FDK02","OUT027",NA
"FDJ02","OUT018",NA
"FDU55","OUT013",NA
"NCV18","OUT027",NA
"FDH14","OUT018",NA
"FDZ37","OUT045",NA
"FDX49","OUT049",NA
"NCD43","OUT046",NA
"FDZ07","OUT013",NA
"FDK43","OUT035",NA
"FDR32","OUT018",NA
"FDT39","OUT013",NA
"NCV54","OUT017",NA
"FDF38","OUT018",NA
"FDV60","OUT046",NA
"FDH44","OUT027",NA
"FDS21","OUT046",NA
"NCL41","OUT045",NA
"FDM46","OUT017",NA
"FDU27","OUT045",NA
"NCJ54","OUT017",NA
"DRG51","OUT018",NA
"NCA29","OUT019",NA
"FDR47","OUT045",NA
"NCL19","OUT027",NA
"DRG01","OUT049",NA
"FDG10","OUT046",NA
"NCV05","OUT049",NA
"NCH18","OUT019",NA
"FDV14","OUT018",NA
"DRJ23","OUT035",NA
"DRJ11","OUT046",NA
"FDZ03","OUT017",NA
"FDI27","OUT010",NA
"FDJ14","OUT018",NA
"FDU32","OUT017",NA
"FDD47","OUT027",NA
"DRF36","OUT035",NA
"FDM21","OUT046",NA
"FDV10","OUT018",NA
"FDH60","OUT018",NA
"FDX47","OUT010",NA
"FDT19","OUT019",NA
"FDO11","OUT045",NA
"FDH24","OUT027",NA
"FDL02","OUT018",NA
"FDB02","OUT049",NA
"FDA43","OUT046",NA
"FDG52","OUT045",NA
"DRC12","OUT013",NA
"FDY37","OUT018",NA
"NCU18","OUT045",NA
"FDU09","OUT035",NA
"DRJ25","OUT027",NA
"DRE12","OUT018",NA
"DRL47","OUT017",NA
"DRK01","OUT046",NA
"FDC22","OUT019",NA
"FDG44","OUT013",NA
"FDW04","OUT035",NA
"FDK09","OUT049",NA
"NCN43","OUT035",NA
"FDG04","OUT049",NA
"FDH32","OUT010",NA
"DRI47","OUT017",NA
"DRE15","OUT013",NA
"FDY11","OUT035",NA
"FDO60","OUT049",NA
"FDQ20","OUT018",NA
"FDO57","OUT027",NA
"FDT14","OUT019",NA
"FDA57","OUT049",NA
"DRN35","OUT017",NA
"FDJ03","OUT046",NA
"FDX28","OUT017",NA
"DRE25","OUT045",NA
"FDR09","OUT046",NA
"FDB23","OUT035",NA
"FDO08","OUT045",NA
"FDQ23","OUT049",NA
"FDW04","OUT013",NA
"DRK13","OUT010",NA
"NCL17","OUT027",NA
"FDY21","OUT035",NA
"FDJ38","OUT027",NA
"FDA37","OUT019",NA
"FDV43","OUT013",NA
"FDL36","OUT046",NA
"FDD53","OUT045",NA
"FDZ19","OUT010",NA
"FDV21","OUT045",NA
"NCL54","OUT018",NA
"DRI47","OUT027",NA
"DRG03","OUT049",NA
"FDG21","OUT013",NA
"FDW03","OUT018",NA
"NCI55","OUT046",NA
"DRC36","OUT019",NA
"FDH22","OUT017",NA
"FDV20","OUT045",NA
"NCU41","OUT027",NA
"FDN46","OUT027",NA
"FDK50","OUT045",NA
"NCA05","OUT027",NA
"DRH01","OUT018",NA
"FDT08","OUT018",NA
"FDM08","OUT018",NA
"FDZ07","OUT035",NA
"FDS22","OUT017",NA
"FDV35","OUT027",NA
"FDI28","OUT010",NA
"FDW58","OUT027",NA
"FDT52","OUT045",NA
"FDY34","OUT046",NA
"FDR10","OUT046",NA
"FDK57","OUT017",NA
"FDR02","OUT027",NA
"FDX49","OUT046",NA
"FDQ20","OUT046",NA
"DRK23","OUT045",NA
"NCW06","OUT046",NA
"FDR31","OUT017",NA
"NCE43","OUT013",NA
"DRO59","OUT027",NA
"FDN09","OUT049",NA
"FDR11","OUT046",NA
"FDO57","OUT013",NA
"NCX18","OUT017",NA
"FDB05","OUT018",NA
"FDQ08","OUT018",NA
"NCG43","OUT035",NA
"FDJ56","OUT013",NA
"FDA13","OUT010",NA
"FDO56","OUT017",NA
"FDB37","OUT018",NA
"FDZ02","OUT018",NA
"FDQ24","OUT046",NA
"FDM16","OUT013",NA
"FDU35","OUT049",NA
"FDT35","OUT035",NA
"NCX30","OUT049",NA
"FDG04","OUT017",NA
"FDI12","OUT035",NA
"FDE35","OUT035",NA
"NCP14","OUT027",NA
"NCY53","OUT045",NA
"FDP49","OUT017",NA
"FDQ04","OUT017",NA
"FDM39","OUT035",NA
"FDO58","OUT019",NA
"FDC56","OUT017",NA
"NCQ54","OUT046",NA
"FDV10","OUT027",NA
"NCK17","OUT046",NA
"NCF55","OUT027",NA
"FDV33","OUT013",NA
"NCH29","OUT019",NA
"FDA37","OUT027",NA
"FDH46","OUT018",NA
"FDS25","OUT035",NA
"FDH04","OUT027",NA
"FDX52","OUT046",NA
"NCD42","OUT017",NA
"FDW47","OUT017",NA
"FDL25","OUT027",NA
"NCJ06","OUT010",NA
"FDY09","OUT013",NA
"FDS40","OUT046",NA
"FDH41","OUT017",NA
"FDG38","OUT035",NA
"FDU03","OUT027",NA
"FDV20","OUT046",NA
"DRB13","OUT045",NA
"NCQ30","OUT013",NA
"NCH06","OUT013",NA
"FDU50","OUT018",NA
"NCO42","OUT019",NA
"FDW09","OUT018",NA
"FDH04","OUT013",NA
"FDC21","OUT045",NA
"FDL21","OUT049",NA
"FDM46","OUT010",NA
"FDT22","OUT019",NA
"FDB28","OUT035",NA
"FDI12","OUT018",NA
"FDA28","OUT045",NA
"FDF59","OUT013",NA
"FDM45","OUT027",NA
"FDQ56","OUT017",NA
"FDR46","OUT049",NA
"FDT01","OUT013",NA
"FDD16","OUT027",NA
"NCU30","OUT010",NA
"FDM40","OUT010",NA
"FDI56","OUT035",NA
"NCS30","OUT013",NA
"FDU08","OUT017",NA
"FDX51","OUT027",NA
"FDA43","OUT045",NA
"FDX59","OUT010",NA
"FDC37","OUT018",NA
"FDP58","OUT013",NA
"NCY42","OUT035",NA
"FDF21","OUT018",NA
"FDU10","OUT027",NA
"DRL47","OUT018",NA
"FDA58","OUT018",NA
"FDJ22","OUT049",NA
"FDK50","OUT046",NA
"FDO38","OUT035",NA
"DRF60","OUT035",NA
"NCZ42","OUT019",NA
"FDD35","OUT049",NA
"FDL25","OUT045",NA
"FDJ16","OUT013",NA
"DRK59","OUT049",NA
"FDI50","OUT046",NA
"NCB19","OUT045",NA
"DRI37","OUT035",NA
"FDA14","OUT027",NA
"FDC08","OUT018",NA
"FDS45","OUT046",NA
"FDI21","OUT049",NA
"DRJ47","OUT035",NA
"DRE37","OUT027",NA
"FDT55","OUT018",NA
"NCG42","OUT027",NA
"FDA31","OUT049",NA
"NCW42","OUT046",NA
"FDF50","OUT017",NA
"FDK56","OUT049",NA
"FDX10","OUT035",NA
"NCK07","OUT027",NA
"FDZ49","OUT017",NA
"FDR33","OUT013",NA
"FDO44","OUT018",NA
"FDA20","OUT046",NA
"NCL30","OUT045",NA
"FDI05","OUT019",NA
"FDQ12","OUT018",NA
"FDH47","OUT017",NA
"FDH34","OUT018",NA
"FDF29","OUT046",NA
"FDG40","OUT018",NA
"NCE18","OUT017",NA
"FDP21","OUT010",NA
"FDY50","OUT013",NA
"FDB36","OUT049",NA
"NCZ29","OUT049",NA
"FDU20","OUT018",NA
"FDO56","OUT013",NA
"FDW31","OUT049",NA
"DRH59","OUT013",NA
"NCB30","OUT017",NA
"FDK43","OUT027",NA
"FDW43","OUT045",NA
"NCL19","OUT017",NA
"FDJ27","OUT046",NA
"FDC45","OUT046",NA
"FDY40","OUT035",NA
"NCM41","OUT035",NA
"NCK18","OUT019",NA
"FDP37","OUT049",NA
"FDA27","OUT027",NA
"NCX30","OUT035",NA
"FDR09","OUT017",NA
"FDG08","OUT027",NA
"NCU30","OUT013",NA
"FDB16","OUT017",NA
"FDM16","OUT017",NA
"FDC48","OUT013",NA
"NCF18","OUT046",NA
"FDU46","OUT018",NA
"FDH41","OUT018",NA
"NCN42","OUT010",NA
"FDU49","OUT046",NA
"FDB20","OUT027",NA
"FDG50","OUT019",NA
"FDW20","OUT045",NA
"NCO55","OUT049",NA
"FDX48","OUT046",NA
"FDU48","OUT046",NA
"FDR48","OUT019",NA
"FDK27","OUT013",NA
"FDT35","OUT013",NA
"FDN12","OUT049",NA
"NCE31","OUT019",NA
"FDL21","OUT017",NA
"FDV56","OUT017",NA
"FDR16","OUT017",NA
"NCP41","OUT049",NA
"FDJ27","OUT013",NA
"FDA07","OUT017",NA
"FDK55","OUT049",NA
"FDM33","OUT049",NA
"FDY46","OUT046",NA
"FDD36","OUT046",NA
"FDB12","OUT027",NA
"FDF28","OUT019",NA
"NCE07","OUT019",NA
"FDW50","OUT027",NA
"NCW18","OUT017",NA
"NCJ17","OUT019",NA
"DRZ24","OUT010",NA
"FDS07","OUT035",NA
"NCW05","OUT010",NA
"FDZ22","OUT018",NA
"FDK02","OUT046",NA
"FDZ45","OUT027",NA
"FDL25","OUT046",NA
"FDS08","OUT045",NA
"NCZ42","OUT027",NA
"FDX57","OUT035",NA
"FDF21","OUT046",NA
"FDJ56","OUT018",NA
"FDX10","OUT013",NA
"DRG48","OUT035",NA
"DRN37","OUT046",NA
"NCY41","OUT018",NA
"FDN28","OUT045",NA
"FDE34","OUT045",NA
"FDR10","OUT045",NA
"FDC32","OUT017",NA
"DRG13","OUT046",NA
"FDP59","OUT049",NA
"NCT53","OUT010",NA
"FDL57","OUT027",NA
"FDN32","OUT010",NA
"FDK09","OUT018",NA
"FDA52","OUT010",NA
"FDC57","OUT049",NA
"FDI09","OUT035",NA
"NCB07","OUT046",NA
"FDP26","OUT035",NA
"FDP40","OUT027",NA
"FDL15","OUT013",NA
"FDV07","OUT046",NA
"FDS03","OUT017",NA
"FDE50","OUT049",NA
"FDQ15","OUT017",NA
"FDQ33","OUT010",NA
"FDT22","OUT013",NA
"DRO35","OUT035",NA
"FDJ41","OUT049",NA
"FDQ27","OUT035",NA
"FDC26","OUT017",NA
"NCF43","OUT027",NA
"NCR50","OUT035",NA
"FDE39","OUT018",NA
"FDN49","OUT027",NA
"DRG11","OUT035",NA
"NCA18","OUT049",NA
"FDM36","OUT018",NA
"FDW32","OUT017",NA
"NCQ18","OUT010",NA
"FDX14","OUT027",NA
"FDD46","OUT017",NA
"FDI34","OUT019",NA
"NCJ17","OUT035",NA
"FDB52","OUT035",NA
"FDV55","OUT018",NA
"FDC57","OUT046",NA
"FDB29","OUT046",NA
"NCO43","OUT035",NA
"FDG44","OUT045",NA
"FDJ34","OUT045",NA
"FDH40","OUT049",NA
"NCD07","OUT027",NA
"FDB41","OUT017",NA
"FDH47","OUT018",NA
"DRK37","OUT035",NA
"FDM25","OUT019",NA
"NCX06","OUT045",NA
"NCS05","OUT017",NA
"FDS39","OUT045",NA
"FDC47","OUT027",NA
"FDG20","OUT013",NA
"DRL23","OUT017",NA
"FDY33","OUT013",NA
"NCH18","OUT045",NA
"FDX47","OUT035",NA
"NCB06","OUT045",NA
"FDP36","OUT049",NA
"FDW44","OUT018",NA
"NCU41","OUT018",NA
"NCS17","OUT046",NA
"FDD46","OUT035",NA
"FDE45","OUT017",NA
"FDI09","OUT017",NA
"NCJ54","OUT010",NA
"NCA29","OUT018",NA
"NCN41","OUT027",NA
"FDY34","OUT035",NA
"NCG55","OUT035",NA
"DRM49","OUT046",NA
"NCB42","OUT049",NA
"FDE58","OUT045",NA
"DRJ25","OUT013",NA
"FDS47","OUT010",NA
"FDY21","OUT049",NA
"NCI54","OUT013",NA
"FDO24","OUT017",NA
"FDY43","OUT035",NA
"FDF35","OUT018",NA
"NCP29","OUT019",NA
"FDN28","OUT027",NA
"FDJ50","OUT018",NA
"FDQ14","OUT027",NA
"FDC37","OUT035",NA
"FDN08","OUT046",NA
"FDD04","OUT035",NA
"FDW34","OUT018",NA
"FDP04","OUT017",NA
"NCG07","OUT017",NA
"NCN14","OUT018",NA
"FDJ16","OUT045",NA
"NCM42","OUT045",NA
"NCF19","OUT046",NA
"FDY21","OUT018",NA
"FDY19","OUT035",NA
"FDV09","OUT045",NA
"FDA28","OUT013",NA
"FDC38","OUT018",NA
"FDL28","OUT045",NA
"NCH43","OUT049",NA
"NCN53","OUT045",NA
"NCW05","OUT017",NA
"NCO30","OUT018",NA
"FDT04","OUT019",NA
"FDB27","OUT018",NA
"NCK07","OUT013",NA
"NCA53","OUT013",NA
"FDB33","OUT018",NA
"FDU37","OUT017",NA
"FDR13","OUT035",NA
"FDE45","OUT049",NA
"FDV37","OUT017",NA
"FDX44","OUT019",NA
"NCL06","OUT017",NA
"FDJ28","OUT045",NA
"FDX55","OUT049",NA
"NCK17","OUT018",NA
"FDH52","OUT035",NA
"FDN13","OUT027",NA
"FDK44","OUT018",NA
"FDU16","OUT046",NA
"FDZ07","OUT017",NA
"NCN06","OUT027",NA
"FDH02","OUT010",NA
"NCW18","OUT045",NA
"FDH57","OUT013",NA
"FDV35","OUT045",NA
"NCU29","OUT013",NA
"NCP02","OUT046",NA
"FDN44","OUT013",NA
"FDX03","OUT018",NA
"FDR11","OUT010",NA
"FDA36","OUT046",NA
"FDP58","OUT027",NA
"FDH31","OUT045",NA
"FDH34","OUT035",NA
"FDS13","OUT035",NA
"FDT01","OUT018",NA
"FDY09","OUT049",NA
"FDV33","OUT027",NA
"NCW29","OUT010",NA
"NCN17","OUT045",NA
"FDX01","OUT046",NA
"FDL03","OUT049",NA
"DRL59","OUT049",NA
"DRM11","OUT027",NA
"FDA43","OUT049",NA
"FDZ56","OUT010",NA
"FDI44","OUT018",NA
"FDB50","OUT013",NA
"FDU15","OUT019",NA
"NCJ19","OUT019",NA
"FDD48","OUT013",NA
"NCW42","OUT035",NA
"FDL24","OUT017",NA
"NCB30","OUT013",NA
"FDK25","OUT013",NA
"FDW28","OUT049",NA
"FDD47","OUT017",NA
"FDK16","OUT019",NA
"FDW37","OUT046",NA
"FDA48","OUT035",NA
"FDA14","OUT017",NA
"FDV15","OUT013",NA
"FDN22","OUT049",NA
"NCD55","OUT045",NA
"FDY43","OUT013",NA
"NCU05","OUT017",NA
"FDF10","OUT035",NA
"FDR39","OUT018",NA
"FDG40","OUT013",NA
"FDZ28","OUT019",NA
"FDE02","OUT045",NA
"FDU60","OUT049",NA
"FDM21","OUT013",NA
"FDV52","OUT019",NA
"NCW06","OUT013",NA
"FDX36","OUT035",NA
"FDT35","OUT027",NA
"NCL19","OUT010",NA
"NCD31","OUT046",NA
"FDE53","OUT019",NA
"FDW58","OUT019",NA
"DRF48","OUT046",NA
"FDW57","OUT035",NA
"DRH13","OUT017",NA
"FDT33","OUT013",NA
"DRK47","OUT027",NA
"FDY22","OUT010",NA
"FDC35","OUT019",NA
"FDO03","OUT013",NA
"FDF24","OUT045",NA
"FDF56","OUT018",NA
"FDD28","OUT013",NA
"FDG53","OUT027",NA
"FDO27","OUT019",NA
"NCF54","OUT018",NA
"FDC20","OUT027",NA
"FDU10","OUT046",NA
"DRA24","OUT018",NA
"FDA02","OUT010",NA
"FDG10","OUT017",NA
"FDW39","OUT010",NA
"FDP04","OUT019",NA
"NCM55","OUT013",NA
"FDG47","OUT045",NA
"NCU41","OUT017",NA
"NCK31","OUT017",NA
"FDZ46","OUT045",NA
"FDU13","OUT027",NA
"NCF19","OUT045",NA
"NCJ43","OUT013",NA
"NCJ05","OUT045",NA
"FDS04","OUT027",NA
"FDX28","OUT010",NA
"FDB41","OUT027",NA
"FDG53","OUT046",NA
"FDL15","OUT010",NA
"FDQ08","OUT049",NA
"DRN36","OUT013",NA
"FDI46","OUT013",NA
"FDG16","OUT027",NA
"FDV32","OUT013",NA
"FDF44","OUT010",NA
"FDK04","OUT018",NA
"NCA41","OUT013",NA
"FDD51","OUT017",NA
"NCZ53","OUT045",NA
"FDP01","OUT027",NA
"FDY25","OUT049",NA
"FDB17","OUT018",NA
"NCV54","OUT018",NA
"FDJ32","OUT017",NA
"FDA37","OUT049",NA
"FDG35","OUT035",NA
"NCM05","OUT018",NA
"FDG45","OUT046",NA
"FDH28","OUT013",NA
"NCE18","OUT049",NA
"FDH38","OUT045",NA
"FDR56","OUT013",NA
"FDH17","OUT027",NA
"FDD39","OUT049",NA
"FDB41","OUT049",NA
"NCR53","OUT046",NA
"FDX46","OUT017",NA
"FDV28","OUT049",NA
"FDA08","OUT018",NA
"FDH45","OUT017",NA
"NCS38","OUT010",NA
"FDD40","OUT010",NA
"DRM59","OUT035",NA
"NCJ43","OUT018",NA
"NCN29","OUT013",NA
"NCC19","OUT045",NA
"FDR56","OUT035",NA
"FDZ43","OUT049",NA
"FDJ32","OUT010",NA
"DRH03","OUT017",NA
"NCZ54","OUT035",NA
"FDE26","OUT017",NA
"FDS03","OUT045",NA
"DRZ24","OUT019",NA
"FDO48","OUT027",NA
"FDW39","OUT049",NA
"NCK05","OUT049",NA
"NCK30","OUT017",NA
"FDT27","OUT018",NA
"FDS08","OUT019",NA
"NCJ19","OUT049",NA
"FDC58","OUT045",NA
"DRE37","OUT013",NA
"FDW02","OUT035",NA
"FDJ02","OUT010",NA
"FDX09","OUT045",NA
"FDT31","OUT010",NA
"FDI24","OUT049",NA
"FDY09","OUT045",NA
"FDV28","OUT045",NA
"DRM47","OUT049",NA
"FDT52","OUT019",NA
"FDI48","OUT018",NA
"FDY55","OUT017",NA
"FDU48","OUT013",NA
"FDN25","OUT045",NA
"FDP20","OUT049",NA
"FDJ15","OUT013",NA
"FDD04","OUT018",NA
"FDY58","OUT045",NA
"FDR37","OUT018",NA
"FDF44","OUT013",NA
"FDD32","OUT045",NA
"FDR57","OUT017",NA
"DRG39","OUT027",NA
"FDX15","OUT017",NA
"DRN37","OUT045",NA
"FDW40","OUT027",NA
"FDB32","OUT049",NA
"FDM40","OUT018",NA
"FDE39","OUT027",NA
"DRH49","OUT017",NA
"FDT46","OUT049",NA
"NCF06","OUT035",NA
"FDP07","OUT017",NA
"FDC04","OUT013",NA
"FDZ32","OUT017",NA
"FDD50","OUT045",NA
"FDU56","OUT017",NA
"FDV34","OUT017",NA
"NCY41","OUT013",NA
"NCK18","OUT046",NA
"DRH25","OUT049",NA
"FDT57","OUT046",NA
"FDV56","OUT018",NA
"FDV12","OUT045",NA
"FDN52","OUT017",NA
"FDX38","OUT035",NA
"FDE47","OUT018",NA
